S.No.,Timestamp,QuestionId,ResponseId,QuestionDesc,ResultText,ResultTextPred,Summary,SentimentRating,access_to_resources/info,Communication/Responsiveness,Customer Service/Support,Delivery,General Negative,General Positive,Immaterial Feedback,Installation,Knowledge/Expertise,Meet Needs/Requirements/Commitments
9889,04/10/2022 21:35:47,Q09_5,R_3Gr2boKAnKZ8i8k,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to schedule my onsite service,Length of time to schedule my onsite service,Length of time to schedule my onsite service,,,,,,,,,,,,
9890,07/10/2022 22:19:24,Q09_5,R_31YFZ3ZtJUghTAN,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to schedule my onsite service,Length of time to schedule my onsite service,Length of time to schedule my onsite service,,,,,,,,,,,,
9891,07/10/2022 22:19:24,Q09_5,R_1dddOksVMCY9kUE,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to schedule my onsite service,Length of time to schedule my onsite service,Length of time to schedule my onsite service,,,,,,,,,,,,
9892,07/10/2022 22:19:24,Q09_5,R_3iQFSolSPq0RTkU,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to schedule my onsite service,Length of time to schedule my onsite service,Length of time to schedule my onsite service,,,,,,,,,,,,
9893,07/10/2022 22:19:24,Q09_5,R_1FG01lVcdtfD8Cf,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to schedule my onsite service,Length of time to schedule my onsite service,Length of time to schedule my onsite service,,,,,,,,,,,,
9894,07/10/2022 22:19:24,Q09_5,R_3dETd1z2D0IZBOF,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to schedule my onsite service,Length of time to schedule my onsite service,Length of time to schedule my onsite service,,,,,,,,,,,,
9895,08/10/2022 21:35:03,Q09_5,R_27a6PMPRojuQ4Vu,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to schedule my onsite service,Length of time to schedule my onsite service,Length of time to schedule my onsite service,,,,,,,,,,,,
9896,09/11/2022 02:40:16,Q09_5,R_rjoOeY7CScx7aXT,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to schedule my onsite service,Length of time to schedule my onsite service,Length of time to schedule my onsite service,,,,,,,,,,,,
9897,10/10/2022 21:51:31,Q09_5,R_1otmAdQtYfG8MGO,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to schedule my onsite service,Length of time to schedule my onsite service,Length of time to schedule my onsite service,,,,,,,,,,,,
9898,10/10/2022 21:51:31,Q09_5,R_1in8lqpB3NVaLcz,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to schedule my onsite service,Length of time to schedule my onsite service,Length of time to schedule my onsite service,,,,,,,,,,,,
9899,10/10/2022 21:51:31,Q09_5,R_RqUdC2QAzvePYuB,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to schedule my onsite service,Length of time to schedule my onsite service,Length of time to schedule my onsite service,,,,,,,,,,,,
9900,11/10/2022 21:36:10,Q09_5,R_2rCQL0BVy89hPX9,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to schedule my onsite service,Length of time to schedule my onsite service,Length of time to schedule my onsite service,,,,,,,,,,,,
9901,11/10/2022 21:36:10,Q09_5,R_3RqN9q8806yvkoz,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to schedule my onsite service,Length of time to schedule my onsite service,Length of time to schedule my onsite service,,,,,,,,,,,,
9902,11/10/2022 21:36:10,Q09_5,R_3KnVBp6A8UNbTot,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to schedule my onsite service,Length of time to schedule my onsite service,Length of time to schedule my onsite service,,,,,,,,,,,,
9903,02/10/2022 03:54:42,Q09_5,R_0xpt4AyY7C3CCfT,Reasons for Ease of Ordering Consumables/Parts Rating - Selected Choice - Difficult to find pricing information,Difficult to find pricing information,Difficult to find pricing information,,,,,,,,,,,,
9904,02/10/2022 03:56:56,Q09_7,R_1q7DCWnfsDWmF7j,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),,,,,,,,,,,,
9905,02/10/2022 21:35:05,Q09_7,R_2vkTmn3bYSEVtw3,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),,,,,,,,,,,,
9906,02/10/2022 21:35:05,Q09_7,R_2qr8w6JrO2BRtUh,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),,,,,,,,,,,,
9907,03/10/2022 21:35:07,Q09_7,R_1LvfTlVvrybWM5e,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),,,,,,,,,,,,
9908,04/10/2022 21:35:46,Q09_7,R_3haSjpblacSRuBl,Reasons for Ease of Ordering Consumables/Parts Rating - Selected Choice - Problems with the online store,Problems with the online store,Problems with the online store,,,,,,,,,,,,
9909,04/10/2022 21:35:47,Q09_7,R_3MSVZRAZfA1r49P,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),,,,,,,,,,,,
9910,04/11/2022 09:32:34,Q09_7,R_ZE4i0OPVB1bfPVf,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),,,,,,,,,,,,
9911,04/12/2022 09:32:23,Q09_7,R_21o0Poq7XW4YAnR,Reasons for Ease of Placing Order Rating - Selected Choice - Problems with the online store,Problems with the online store,Problems with the online store,,,,,,,,,,,,
9912,05/10/2022 21:35:18,Q09_7,R_1mepRY6OtqH8un3,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),,,,,,,,,,,,
9913,07/10/2022 22:19:24,Q09_7,R_Tov4fSw8r7jAqBP,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),,,,,,,,,,,,
9914,08/10/2022 21:35:02,Q09_7,R_3m37CM75UMX2THQ,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),,,,,,,,,,,,
9915,09/11/2022 02:40:16,Q09_7,R_SPJTSP68Akcaidz,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),,,,,,,,,,,,
9916,09/13/2022 09:33:00,Q09_7,R_cMvbCnINUvW0c0h,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),,,,,,,,,,,,
9917,10/10/2022 21:51:31,Q09_7,R_pz8apBjOic7nouB,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),,,,,,,,,,,,
9918,11/10/2022 21:36:11,Q09_7,R_3PHTAW2OEIX6rbS,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),Length of time to receive the replacement part(s),,,,,,,,,,,,
9919,02/10/2022 03:55:23,Q09_2_3,R_ewYTX9c0uYtIFUh,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9920,02/10/2022 03:55:23,Q09_2_3,R_d4hl0E3SAEiRvMx,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9921,02/10/2022 03:55:23,Q09_2_3,R_5tZXvESwTYnlmT3,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9922,02/10/2022 03:55:23,Q09_2_3,R_7VAh01smoBHnDIp,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9923,02/10/2022 03:55:23,Q09_2_3,R_9ov1XTLlNXSu3IN,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9924,02/10/2022 03:55:23,Q09_2_3,R_eFDHImUJpn7NfvL,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9925,02/10/2022 03:55:23,Q09_2_3,R_9zajuBvTO9oYqQR,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9926,02/10/2022 03:55:23,Q09_2_3,R_5nmmswKnI1y2TPf,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9927,02/10/2022 03:55:23,Q09_2_3,R_6FH4sXvLW9jfBLD,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9928,02/10/2022 03:55:23,Q09_2_3,R_bPezpjCfOLQXc8d,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9929,02/10/2022 03:55:23,Q09_2_3,R_cYCXryzmWXHeHI1,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9930,02/10/2022 03:55:23,Q09_2_3,R_4MyfsqDVVtNJknb,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9931,02/10/2022 03:55:23,Q09_2_3,R_eL4wM48C57imqTH,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9932,02/10/2022 03:55:23,Q09_2_3,R_0vz7yEwtvKWY9ud,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9933,02/10/2022 03:55:23,Q09_2_3,R_2aGJv76x3Y3UIwl,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9934,02/10/2022 03:55:23,Q09_2_3,R_26x9sxKru5Ba6Ox,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9935,02/10/2022 03:55:23,Q09_2_3,R_3OD1Js6z4pLU4xn,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9936,02/10/2022 03:55:23,Q09_2_3,R_6X4ilxn4J7jQbDD,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9937,02/10/2022 03:55:23,Q09_2_3,R_6XO6NvOD6nKVLbn,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9938,02/10/2022 03:55:23,Q09_2_3,R_6hR8F0ZzLwrqUzX,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9939,02/10/2022 03:55:23,Q09_2_3,R_4OygoZFl656iWDH,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9940,02/10/2022 03:55:23,Q09_2_3,R_ehTp74CJo5HWgfj,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9941,02/10/2022 03:55:23,Q09_2_3,R_cPfWHOraet4lO1T,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9942,02/10/2022 03:55:23,Q09_2_3,R_bme0Uv0LmyAFYJD,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9943,02/10/2022 03:55:23,Q09_2_3,R_8fdSkq8CMimkvYN,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9944,02/10/2022 03:55:23,Q09_2_3,R_b8b7aEewiVduptb,"Reasons for Time to Resolve Your Issue Rating - Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays","Delay in response due to differing time zones, weekends, or holidays",,,,,,,,,,,,
9945,02/10/2022 03:55:49,Q09_12,R_79beF1wYcqWLjy1,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled time not meeting my needs,Scheduled time not meeting my needs,Scheduled time not meeting my needs,,,,,,,,,,,,
9946,02/10/2022 03:55:49,Q09_12,R_2pWskyk3OFT6NMi,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled time not meeting my needs,Scheduled time not meeting my needs,Scheduled time not meeting my needs,,,,,,,,,,,,
9947,02/10/2022 03:55:49,Q09_12,R_1DohpyuTNLYNZIo,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled time not meeting my needs,Scheduled time not meeting my needs,Scheduled time not meeting my needs,,,,,,,,,,,,
9948,02/10/2022 03:55:49,Q09_12,R_1gtJI9UDEcrlNkE,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled time not meeting my needs,Scheduled time not meeting my needs,Scheduled time not meeting my needs,,,,,,,,,,,,
9949,02/10/2022 03:55:49,Q09_12,R_e4pFksfCypFRvrz,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled time not meeting my needs,Scheduled time not meeting my needs,Scheduled time not meeting my needs,,,,,,,,,,,,
9950,02/10/2022 03:56:03,Q09_12,R_2mdrRYnITTS7zEt,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled time not meeting my needs,Scheduled time not meeting my needs,Scheduled time not meeting my needs,,,,,,,,,,,,
9951,02/10/2022 03:56:03,Q09_12,R_1d1fnIB3kmTiecw,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled time not meeting my needs,Scheduled time not meeting my needs,Scheduled time not meeting my needs,,,,,,,,,,,,
9952,02/10/2022 03:56:03,Q09_12,R_2aDmLD9yBZfSFx3,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled time not meeting my needs,Scheduled time not meeting my needs,Scheduled time not meeting my needs,,,,,,,,,,,,
9953,02/10/2022 03:56:03,Q09_12,R_1KeYmubr0uMUPdI,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled time not meeting my needs,Scheduled time not meeting my needs,Scheduled time not meeting my needs,,,,,,,,,,,,
9954,02/10/2022 03:56:03,Q09_12,R_bCrCnowU8t148Jb,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled time not meeting my needs,Scheduled time not meeting my needs,Scheduled time not meeting my needs,,,,,,,,,,,,
9955,02/10/2022 03:56:03,Q09_12,R_1j6YcibrE17bUBP,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled time not meeting my needs,Scheduled time not meeting my needs,Scheduled time not meeting my needs,,,,,,,,,,,,
9956,02/10/2022 03:56:03,Q09_12,R_2f7Ix4NViAKrHXM,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled time not meeting my needs,Scheduled time not meeting my needs,Scheduled time not meeting my needs,,,,,,,,,,,,
9957,02/10/2022 03:56:51,Q09_12,R_1j8uQauxQZ96GAr,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled time not meeting my needs,Scheduled time not meeting my needs,Scheduled time not meeting my needs,,,,,,,,,,,,
9958,02/10/2022 03:56:51,Q09_12,R_6riaMLwE0cWzby1,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled time not meeting my needs,Scheduled time not meeting my needs,Scheduled time not meeting my needs,,,,,,,,,,,,
9959,02/10/2022 03:56:51,Q09_12,R_39sDqSxBtYr7vhv,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled time not meeting my needs,Scheduled time not meeting my needs,Scheduled time not meeting my needs,,,,,,,,,,,,
9960,02/10/2022 03:56:51,Q09_12,R_2BgtFwjr97DRwTb,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled time not meeting my needs,Scheduled time not meeting my needs,Scheduled time not meeting my needs,,,,,,,,,,,,
9961,02/10/2022 03:56:51,Q09_12,R_1QDSREnz5vIqcIb,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled time not meeting my needs,Scheduled time not meeting my needs,Scheduled time not meeting my needs,,,,,,,,,,,,
9962,02/10/2022 03:56:59,Q09_12,R_2QrM27GKngveJpA,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled date not meeting my needs,Scheduled date not meeting my needs,Scheduled date not meeting my needs,,,,,,,,,,,,
9963,03/10/2022 21:35:06,Q09_12,R_u2jirKgoMrEuT5L,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled date not meeting my needs,Scheduled date not meeting my needs,Scheduled date not meeting my needs,,,,,,,,,,,,
9964,03/10/2022 21:35:06,Q09_12,R_2ZJGVc9LxOAtUBu,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled date not meeting my needs,Scheduled date not meeting my needs,Scheduled date not meeting my needs,,,,,,,,,,,,
9965,10/10/2022 21:51:31,Q09_12,R_A4EnB6f64KDhnVL,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Scheduled date not meeting my needs,Scheduled date not meeting my needs,Scheduled date not meeting my needs,,,,,,,,,,,,
9966,02/10/2022 03:55:54,Q09_9,R_24epq5nAPX61VrS,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time for product to arrive,Length of time for product to arrive,Length of time for product to arrive,,,,,,,,,,,,
9967,02/10/2022 03:56:06,Q09_9,R_UQNkxPeeV1vgcUx,Reasons for Ease of Placing Order Rating - Selected Choice - Difficult to reach Agilent to place order,Too many communications required to resolve issues,Too many communications required to resolve issues,,,,,,,,,,,,
9968,02/10/2022 03:56:06,Q09_9,R_WxlfzUTQYwQuKyJ,Reasons for Ease of Placing Order Rating - Selected Choice - Difficult to reach Agilent to place order,Too many communications required to resolve issues,Too many communications required to resolve issues,,,,,,,,,,,,
9969,02/10/2022 03:56:10,Q09_9,R_27vAgpxF0q5kLE0,Reasons for Ease of Placing Order Rating - Selected Choice - Too many communications required to resolve issues,Difficult to reach Agilent to place order,Difficult to reach Agilent to place order,,,,,,,,,,,,
9970,02/10/2022 03:56:10,Q09_9,R_2zjcdP2YIquNkRy,Reasons for Ease of Placing Order Rating - Selected Choice - Difficult to reach Agilent to place order,Difficult to reach Agilent to place order,Difficult to reach Agilent to place order,,,,,,,,,,,,
9971,02/10/2022 03:56:10,Q09_9,R_1i1W78a4fhQhRIc,Reasons for Ease of Placing Order Rating - Selected Choice - Difficult to reach Agilent to place order,Difficult to reach Agilent to place order,Difficult to reach Agilent to place order,,,,,,,,,,,,
9972,02/10/2022 03:56:10,Q09_9,R_2Qzb9Kx6ZpvVfcS,Reasons for Ease of Placing Order Rating - Selected Choice - Too many communications required to resolve issues,Difficult to reach Agilent to place order,Difficult to reach Agilent to place order,,,,,,,,,,,,
9973,02/10/2022 03:56:10,Q09_9,R_2f0sF4eXL7tds5j,Reasons for Ease of Placing Order Rating - Selected Choice - Difficult to reach Agilent to place order,Difficult to reach Agilent to place order,Difficult to reach Agilent to place order,,,,,,,,,,,,
9974,02/10/2022 03:56:10,Q09_9,R_3WeP3Ri2oVUNOMx,Reasons for Ease of Placing Order Rating - Selected Choice - Too many communications required to resolve issues,Difficult to reach Agilent to place order,Difficult to reach Agilent to place order,,,,,,,,,,,,
9975,02/10/2022 03:56:10,Q09_9,R_3lreVm7dZVeMUCi,Reasons for Ease of Placing Order Rating - Selected Choice - Too many communications required to resolve issues,Difficult to reach Agilent to place order,Difficult to reach Agilent to place order,,,,,,,,,,,,
9976,02/10/2022 03:56:15,Q09_9,R_3rTBALucLrsceil,Reasons for Ease of Placing Order Rating - Selected Choice - Too many communications required to resolve issues,Too many communications required to resolve issues,Too many communications required to resolve issues,,,,,,,,,,,,
9977,02/10/2022 03:56:15,Q09_9,R_3oEHmR9VuvjCBni,Reasons for Ease of Placing Order Rating - Selected Choice - Too many communications required to resolve issues,Too many communications required to resolve issues,Too many communications required to resolve issues,,,,,,,,,,,,
9978,02/10/2022 03:56:37,Q09_9,R_7UuOzDzSmhuQDpD,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time for product to arrive,Length of time for product to arrive,Length of time for product to arrive,,,,,,,,,,,,
9979,02/10/2022 03:56:37,Q09_9,R_6gHfeajEZ7CdZxD,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time for product to arrive,Length of time for product to arrive,Length of time for product to arrive,,,,,,,,,,,,
9980,02/10/2022 03:56:37,Q09_9,R_5vWSHB6PCbGOqOZ,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time for product to arrive,Length of time for product to arrive,Length of time for product to arrive,,,,,,,,,,,,
9981,02/10/2022 21:35:03,Q09_9,R_1qfhFN2EB3UlE3F,Reasons for Ease of Placing Order Rating - Selected Choice - Too many communications required to resolve issues,Too many communications required to resolve issues,Too many communications required to resolve issues,,,,,,,,,,,,
9982,06/10/2022 21:35:38,Q09_9,R_3lVUo9ELXJt3psz,Reasons for Ease of Placing Order Rating - Selected Choice - Too many communications required to resolve issues,Too many communications required to resolve issues,Too many communications required to resolve issues,,,,,,,,,,,,
9983,07/13/2022 09:32:45,Q09_9,R_2xFt35CFEoMdv1z,Reasons for Time to Resolve Your Issue Rating - Selected Choice - Length of time for product to arrive,Length of time for product to arrive,Length of time for product to arrive,,,,,,,,,,,,
9984,10/10/2022 21:51:30,Q09_9,R_1OWcGjEcprIz6bn,Reasons for Ease of Placing Order Rating - Selected Choice - Too many communications required to resolve issues,Too many communications required to resolve issues,Too many communications required to resolve issues,,,,,,,,,,,,
9985,11/10/2022 21:36:09,Q09_9,R_1resnThRuPlEn7T,Reasons for Ease of Placing Order Rating - Selected Choice - Too many communications required to resolve issues,Too many communications required to resolve issues,Too many communications required to resolve issues,,,,,,,,,,,,
9986,09/11/2022 02:40:16,Q10_XOTHER,R_oYLpjfbK8Z51wXf,Q10_xother,?,none,,,,,,,,,,,,
9987,10/10/2022 21:51:31,Q10_XOTHER,R_1r1AVXXmX79yFWn,Q10_xother,???????????????????????????,I think it can't be helped because there was a part failure before the replacement was scheduled.,,,,,,,,,,,,
9988,02/10/2022 03:54:42,Q09_8,R_2zZW1NHmWY5Gw8d,Reasons for Ease of Ordering Consumables/Parts Rating - Selected Choice - Not clear how to contact Agilent,Not clear how to contact Agilent,Not clear how to contact Agilent,,,,,,,,,,,,
9989,02/10/2022 03:55:47,Q10_9,R_27OlTyHQ4hSVOaQ,Reasons for Time to Complete the Service Rating - Selected Choice - The service took more time than anticipated,The service took more time than anticipated,The service took more time than anticipated,,,,,,,,,,,,
9990,02/10/2022 03:56:06,Q09_8,R_31WsmXtmBBYTyVZ,Reasons for Ease of Placing Order Rating - Selected Choice - Delays or issues with delivery dates,Delays or issues with delivery dates,Delays or issues with delivery dates,,,,,,,,,,,,
9991,02/10/2022 03:56:06,Q09_8,R_p450DqoNv2asPsd,Reasons for Ease of Placing Order Rating - Selected Choice - Delays or issues with delivery dates,Delays or issues with delivery dates,Delays or issues with delivery dates,,,,,,,,,,,,
9992,02/10/2022 03:56:06,Q09_8,R_3MEXG8WQzWabucr,Reasons for Ease of Placing Order Rating - Selected Choice - Delays or issues with delivery dates,Delays or issues with delivery dates,Delays or issues with delivery dates,,,,,,,,,,,,
9993,02/10/2022 03:56:06,Q09_8,R_1KkX0qWehJHOpdm,Reasons for Ease of Placing Order Rating - Selected Choice - Delays or issues with delivery dates,Delays or issues with delivery dates,Delays or issues with delivery dates,,,,,,,,,,,,
9994,02/10/2022 03:56:15,Q09_8,R_2cucLRW8ybGcBL6,Reasons for Ease of Placing Order Rating - Selected Choice - Delays or issues with delivery dates,Delays or issues with delivery dates,Delays or issues with delivery dates,,,,,,,,,,,,
9995,02/10/2022 03:56:15,Q09_8,R_3RmidghqWBJ0hrw,Reasons for Ease of Placing Order Rating - Selected Choice - Delays or issues with delivery dates,Delays or issues with delivery dates,Delays or issues with delivery dates,,,,,,,,,,,,
9996,02/10/2022 03:56:15,Q09_8,R_SJE4sBufbjXH94t,Reasons for Ease of Placing Order Rating - Selected Choice - Delays or issues with delivery dates,Delays or issues with delivery dates,Delays or issues with delivery dates,,,,,,,,,,,,
9997,02/10/2022 03:56:27,Q09_8,R_bvb3f80jve7dkeR,Reasons for Ease of Ordering Consumables/Parts Rating - Selected Choice - Not clear how to contact Agilent,Not clear how to contact Agilent,Not clear how to contact Agilent,,,,,,,,,,,,
9998,02/10/2022 03:56:48,Q10_9,R_2EE8KybqB2ikzR7,Reasons for Time to Complete the Service Rating - Selected Choice - The service took more time than anticipated,The service took more time than anticipated,The service took more time than anticipated,,,,,,,,,,,,
9999,02/10/2022 03:56:53,Q09_8,R_AjjtgZqCc7C4Xpn,Reasons for Ease of Ordering Consumables/Parts Rating - Selected Choice - Not clear how to contact Agilent,Not clear how to contact Agilent,Not clear how to contact Agilent,,,,,,,,,,,,
10000,02/11/2022 07:32:38,Q09_8,R_2zr218Flyu1GBtl,Reasons for Ease of Placing Order Rating - Selected Choice - Delays or issues with delivery dates,Delays or issues with delivery dates,Delays or issues with delivery dates,,,,,,,,,,,,
